"title","genres","vote_average","vote_count","director","popularity","cast","keywords","index"
"Spider","Drama Mystery Thriller",6.4,168,"David Cronenberg",6.948401,"Ralph Fiennes Miranda Richardson Gabriel Byrne Lynn Redgrave John Neville","secret asylum bed and breakfast place past psychopath",3085
"Gun Shy","Action Comedy Romance Thriller",5.4,24,"Eric Blakeney",3.988432,"Sandra Bullock Liam Neeson Oliver Platt Jos\u00e9 Z\u00fa\u00f1iga Michael DeLorenzo","female nudity drug cartel nervous breakdown",3086
"Nicholas Nickleby","Adventure Drama Action Family",6.8,49,"Douglas McGrath",5.099923,"Charlie Hunnam Nathan Lane Jim Broadbent Christopher Plummer Jamie Bell","undefined",3087
"The Iceman","Thriller Crime Drama",6.4,365,"Ariel Vromen",19.494703,"Michael Shannon Winona Ryder Ray Liotta Chris Evans David Schwimmer","new jersey restaurant hitman van arrest",3088
"Krrish","Action Science Fiction",5.5,46,"Rakesh Roshan",3.759988,"Hrithik Roshan Naseeruddin Shah Priyanka Chopra Rekha Sharat Saxena","undefined",3089
"Cecil B. Demented","Thriller Comedy Crime",6.2,51,"John Waters",4.1760660000000005,"Melanie Griffith Stephen Dorff Alicia Witt Adrian Grenier Lawrence Gilliard Jr.","heroin blindfold bong perversion burned alive",3090
"Killer Joe","Crime Drama Thriller",6.5,425,"William Friedkin",16.436177999999998,"Matthew McConaughey Emile Hirsch Thomas Haden Church Gina Gershon Juno Temple","trailer park gun texas deal psychopath",3091
"The Joneses","Comedy Drama",6.1,210,"Derrick Borte",14.979375,"David Duchovny Demi Moore Amber Heard Benjamin Hollingsworth Lauren Hutton","independent film duringcreditsstinger",3092
"Owning Mahowny","Crime Drama Thriller",6.8,37,"Richard Kwietniowski",8.045488,"Philip Seymour Hoffman Minnie Driver John Hurt Maury Chaykin Ian Tracey","female nudity gambling casino nudity banker",3093
"The Brothers Solomon","Comedy",4.9,46,"Bob Odenkirk",8.312153,"Will Arnett Will Forte Kristen Wiig Chi McBride Lee Majors","brother brother relationship jealousy pregnancy and birth autoritian education arctic",3094
"My Blueberry Nights","Drama Romance",6,190,"Wong Kar-wai",10.733761,"Norah Jones Jude Law Natalie Portman David Strathairn Rachel Weisz","usa kaffeehaus poker lovesickness waitress",3095
"Illuminata","Drama",6.3,7,"John Turturro",0.11131300000000001,"John Turturro Christopher Walken Susan Sarandon Rufus Sewell Beverly D'Angelo","playwright critic theater",3096
"Swept Away","Comedy Romance",4.8,50,"Guy Ritchie",4.570043,"Madonna Adriano Giannini Bruce Greenwood Elizabeth Banks Michael Beattie","adultery island shipwreck tropical island",3097
"War, Inc.","Action Adventure Comedy Thriller",5.6,86,"Joshua Seftel",6.265658999999999,"John Cusack Hilary Duff Marisa Tomei Joan Cusack Dan Aykroyd","hitman political satire",3098
"Shaolin Soccer","Action Comedy",6.6,491,"Stephen Chow",17.54768,"Stephen Chow Ng Man-Tat Patrick Tse Yin Zhao Wei Wong Yat-Fei","martial arts stadium champion shaolin steel helmet",3099
"The Brown Bunny","Drama",5.5,62,"Vincent Gallo",3.4121620000000004,"Vincent Gallo Chlo\u00eb Sevigny Cheryl Tiegs Elizabeth Blake Anna Vareschi","rape ambulance ex-girlfriend memory unsimulated sex",3100
"The Swindle","Comedy Crime Thriller",6.4,5,"Claude Chabrol",0.6279640000000001,"Michel Serrault Isabelle Huppert Fran\u00e7ois Cluzet Jean-Fran\u00e7ois Balmer","undefined",3101
"Rosewater","Drama",6.5,98,"Jon Stewart",5.75555,"Gael Garc\u00eda Bernal Shohreh Aghdashloo Jason Jones Haluk Bilginer Nasser Faris","prison biography reporter interrogation iran",3102
"The Chambermaid on the Titanic","Drama",5.3,3,"Bigas Luna",1.031142,"Olivier Martinez Aitana S\u00e1nchez-Gij\u00f3n Romane Bohringer Didier Bezace","undefined",3103
"Coriolanus","Drama Thriller",5.9,131,"Ralph Fiennes",7.554799000000001,"Gerard Butler Ralph Fiennes Lubna Azabal Ashraf Barhom Jessica Chastain","senate general market rivalry tragedy",3104
"Imaginary Heroes","Comedy Drama",6.3,29,"Dan Harris",2.85283,"Sigourney Weaver Ryan Donowho Emile Hirsch Jeff Daniels Michelle Williams","suicide suicide mission",3105
"High Heels and Low Lifes","Action Crime Comedy",6.4,12,"Mel Smith",1.769593,"Minnie Driver Mary McCormack Kevin McNally Danny Dyer Michael Gambon","nurse blackmail teacher best friend bank robbery",3106
"World's Greatest Dad","Comedy Romance",6.5,177,"Bobcat Goldthwait",9.805551,"Robin Williams Alexie Gilmore Daryl Sabara Geoff Pierson Henry Simmons","male nudity poetry adolescence lie nudity",3107
"Severance","Horror Comedy Thriller",6.4,169,"Christopher Smith",12.898984,"Danny Dyer Laura Harris Toby Stephens Tim McInnerny Babou Ceesay","will to survive killer forced retirement defence company jump the shark",3108
"Edmond","Drama Thriller",6,50,"Stuart Gordon",2.803642,"William H. Macy Joe Mantegna Denise Richards Mena Suvari Bokeem Woodbine","new york sex-shop prostitute sex fortune teller",3109
"Welcome to the Rileys","Drama",6.4,139,"Jake Scott",6.085879,"Kristen Stewart James Gandolfini Melissa Leo Joe Chrest Ally Sheedy","prostitute rape stripper independent film teenage girl",3110
"Police Academy: Mission to Moscow","Comedy Crime",4.1,178,"Alan Metter",11.946898,"George Gaynes G. W. Bailey Leslie Easterbrook Michael Winslow David Graf","video game mafia police academy moscow commandant",3111
"Blood Done Sign My Name","Drama Crime",6,5,"Jeb Stuart",0.397341,"Natalie Alyn Lind Michael Rooker Emily Alyn Lind Omar Benson Miller Lee Norris","undefined",3112
"Cinco de Mayo: La Batalla","War History Drama",5.8,14,"Rafa Lara",0.072085,"Christian Vazquez Liz Gallardo Ang\u00e9lica Arag\u00f3n Kuno Becker Gin\u00e9s Garc\u00eda Mill\u00e1n","mexican",3113
"Elsa & Fred","Comedy Family Romance",6.2,31,"Michael Radford",2.849895,"Shirley MacLaine Christopher Plummer Chris Noth Marcia Gay Harden Scott Bakula","widower",3114
"An Alan Smithee Film: Burn, Hollywood, Burn","Comedy",3,9,"Alan Smithee",0.666218,"Jackie Chan Sylvester Stallone Whoopi Goldberg Eric Idle Ryan O'Neal","alan smithee",3115
"The Open Road","Comedy Drama Romance",4.8,19,"Michael Meredith",1.388136,"Justin Timberlake Jeff Bridges Kate Mara Harry Dean Stanton Mary Steenburgen","independent film",3116
"The Good Guy","Comedy Romance",5.4,59,"Julio DePietro",2.631688,"Alexis Bledel Colin Egglesfield Anna Chlumsky Andrew McCarthy Scott Porter","independent film",3117
"Motherhood","Comedy Drama",4.7,44,"Katherine Dieckmann",10.955567,"Uma Thurman Minnie Driver Anthony Edwards David Schallipp Matthew Schallipp","mother role blog woman director",3118
"Free Style","Drama Family",5.8,4,"William Dear",0.122874,"Corbin Bleu Sandra Echeverr\u00eda Madison Pettis","duringcreditsstinger",3119
"Strangerland","Drama Thriller",5.1,83,"Kim Farrant",5.1456550000000005,"Nicole Kidman Joseph Fiennes Hugo Weaving Lisa Flanagan Megan Alston","australia missing child outback alcoholic drink troubled marriage",3120
"Janky Promoters","Comedy",7,5,"Marcus Raboy",1.728816,"Ice Cube Mike Epps Young Jeezy Darris Love Julio Oscar Mechoso","undefined",3121
"Blonde Ambition","Comedy Romance",3.9,29,"Scott Marshall Smith",3.064563,"Jessica Simpson Luke Wilson Rachael Leigh Cook Penelope Ann Miller Andy Dick","stripper friends best friend",3122
"The Oxford Murders","Crime Mystery Thriller",5.7,188,"\u00c1lex de la Iglesia",9.318033,"Elijah Wood John Hurt Leonor Watling Julie Cox Jim Carter","mathematician mathematics oxford symbol triangle",3123
"The Reef","Drama Horror Thriller",5.4,130,"Andrew Traucki",7.245108,"Adrienne Pickering Zoe Naylor Gyton Grantley Damian Walshe-Howling Kieran Darcy-Smith","boat boat accident underwater shark great white shark",3124
"Eulogy","Comedy Drama",6.4,34,"Michael Clancy",9.085482,"Hank Azaria Jesse Bradford Zooey Deschanel Glenne Headly Famke Janssen","family secrets dysfunctional family independent film death in family family conflict",3125
"White Noise 2: The Light","Thriller Drama Horror Fantasy",5.6,80,"Patrick Lussier",6.814247,"Nathan Fillion Katee Sackhoff Craig Fairbrass Adrian Holmes Teryl Rothery","suicide murder",3126
"Beat the World","Music Drama",4.3,16,"Robert Adetuyi",2.873796,"Tyrone Brown Mishael Morgan Nikki Grant Chase Armitage Ray Johnson","sporting event",3127
"Fifty Dead Men Walking","Action Thriller",6.1,35,"Kari Skogland",4.481897,"Ben Kingsley Jim Sturgess Kevin Zegers Rose McGowan Tom Collins","ira slot machine riot police woman director",3128
"Jungle Shuffle","Family Animation Adventure",6.5,1,"Taedong Park",1.413934,"Drake Bell Rob Schneider Brianne Siddall Joey D'Auria Jessica DiCicco","poacher jungle",3129
"Adam Resurrected","Drama War",6.4,22,"Paul Schrader",2.574014,"Jeff Goldblum Willem Dafoe Derek Jacobi Ayelet Zurer Hana Laslo","holocaust nazis israeli",3130
"Of Horses and Men","Drama Romance Comedy",6.9,26,"Benedikt Erlingsson",1.6179430000000001,"Ingvar Eggert Sigur\u00f0sson Charlotte B\u00f8ving Steinn \u00c1rmann Magn\u00fasson Kristbj\u00f6rg Kjeld Helgi Bj\u00f6rnsson","horse snow storm icelandic",3131
"It's a Wonderful Afterlife","Comedy Romance",4.3,9,"Gurinder Chadha",1.259968,"Shabana Azmi Goldy Notay Sendhil Ramamurthy Sally Hawkins Mark Addy","london england indian lead murder matchmaking ghost",3132
"The Devil's Tomb","Action Horror Thriller Science Fiction",4,53,"Jason Connery",5.0994720000000004,"Cuba Gooding Jr. Ray Winstone Ron Perlman Taryn Manning Stephanie Jacobsen","duct tape gag bandana headshot camoflage uniform sadistic laughter",3133
"Partition","Drama Foreign Romance",6.4,6,"Vic Sarin",2.131524,"Kristin Kreuk Jimi Mistry Neve Campbell John Light Irrfan Khan","drama independent film",3134
"Good Intentions","Comedy",5,6,"Jim Issa",0.304566,"Luke Perry LeAnn Rimes Jimmi Simpson","independent film",3135
"The Good, The Bad, The Weird","Action Adventure Comedy Western",7.1,193,"Kim Jee-woon",11.847324,"Song Kang-ho Lee Byung-hun Jung Woo-sung Yoon Je-moon Song Young-chang","gunslinger gun",3136
"Nurse 3-D","Horror Thriller",4.9,119,"Douglas Aarniokoski",10.013629,"Paz de la Huerta Katrina Bowden Kathleen Turner Judd Nelson Boris Kodjoe","nurse sexual murder revenge lesbian relationship dark comedy",3137
"Gunless","Drama Action Comedy Western",6.7,27,"William Phillips",3.753703,"Sienna Guillory Tyler Mane Callum Keith Rennie Dustin Milligan Graham Greene","gunslinger bounty hunter blacksmith duel wild west",3138
"Adventureland","Comedy",6.4,737,"Greg Mottola",19.978021,"Jesse Eisenberg Kristen Stewart Martin Starr Kristen Wiig Bill Hader","comedy cheating on partner amusement park summer job carny",3139
"The Lost City","Drama Romance",6,24,"Andy Garc\u00eda",3.5885290000000003,"Andy Garc\u00eda Richard Bradford Nestor Carbonell Enrique Murciano Dominik Garc\u00eda-Lorido","cuba fidel castro che guevara",3140
"Next Friday","Comedy",6.4,135,"Steve Carr",9.337388,"Ice Cube Mike Epps Justin Pierce John Witherspoon Don Curry","prison repayment gang war boy gang revenge",3141
"American Heist","Action",4.3,158,"Sarik Andreasyan",11.431434,"Hayden Christensen Adrien Brody Jordana Brewster Akon Laura Cayouette","brother brother relationship robbery bank",3142
"You Only Live Twice","Action Thriller Adventure",6.5,531,"Lewis Gilbert",28.675890999999996,"Sean Connery Akiko Wakabayashi Karin Dor Mie Hama Tetsur\u014d Tamba","london england japan england assassination helicopter",3143
"Plastic","Drama Action Comedy Crime",6.1,86,"Julian Gilbey",9.702760000000001,"Ed Speleers Will Poulter Alfie Allen Sebastian de Souza Emma Rigby","undefined",3144
"Amour","Drama Romance",7.5,400,"Michael Haneke",17.151293,"Emmanuelle Riva Jean-Louis Trintignant Isabelle Huppert William Shimell Rita Blanco","nurse music teacher aging daughter music",3145
"Poltergeist III","Horror Thriller",4.5,123,"Gary Sherman",11.225044,"Tom Skerritt Nancy Allen Heather O'Rourke Lara Flynn Boyle Kipley Wentz","chicago religion and supernatural supernatural powers devil demon",3146
"Re-Kill","Horror Science Fiction",4.9,34,"Valeri Milev",5.346205,"Roger Cross Scott Adkins Daniella Alonso Bruce Payne Jesse Garcia","reality tv conspiracy zombie zombie apocalypse",3147
"It's a Mad, Mad, Mad, Mad World","Action Adventure Comedy Crime",7,140,"Stanley Kramer",14.562991,"Spencer Tracy Milton Berle Sid Caesar Buddy Hackett Mickey Rooney","competition prison california chase humor",3148
"Volver","Comedy Drama Romance",7.3,406,"Pedro Almod\u00f3var",19.747809,"Pen\u00e9lope Cruz Carmen Maura Lola Due\u00f1as Blanca Portillo Yohana Cobo","child abuse rape fire sexual abuse madrid",3149
"Heavy Metal","Animation Science Fiction",6.2,148,"Gerald Potterton",12.928269,"Rodger Bumpass Jackie Burroughs Joe Flaherty Harold Ramis John Candy","flying car taxi heavy metal cult favorite midnight movie",3150
"Gentlemen Broncos","Action Comedy Thriller",6.2,51,"Jared Hess",3.193777,"Michael Angarano Sam Rockwell Clive Revill Jemaine Clement Jennifer Coolidge","writing plagiarism independent film homeschooling aftercreditsstinger",3151
"Richard III","Drama War",6.9,49,"Richard Loncraine",5.107235,"Ian McKellen Annette Bening Jim Broadbent Kristin Scott Thomas Adrian Dunbar","england shakespeare kidnapping murder king",3152
"Into the Grizzly Maze","Action Horror Thriller",5.1,74,"David Hackl",10.073144000000001,"James Marsden Thomas Jane Piper Perabo Scott Glenn Michaela McManus","grizzly bear wilderness forest alaska survival",3153
"Kites","Drama Action Romance",6,40,"Anurag Basu",4.807549,"Hrithik Roshan B\u00e1rbara Mori Kabir Bedi Kangana Ranaut Nicholas Brown","undefined",3154
"Melancholia","Drama Science Fiction",7,885,"Lars von Trier",36.173598,"Kirsten Dunst Charlotte Gainsbourg Kiefer Sutherland Charlotte Rampling John Hurt","wedding reception power outage destruction of planet wedding toast",3155
"Red Dog","Drama Comedy Family",7.1,83,"Kriv Stenders",5.499412,"Josh Lucas Rachael Taylor Rohan Nichol Luke Ford Arthur Angel","1970s human animal relationship australia grief search",3156
"Jab Tak Hai Jaan","Drama Romance",7.3,66,"Yash Chopra",5.900535,"Shah Rukh Khan Katrina Kaif Anushka Sharma Anupam Kher Bindal Parikh","bollywood fall in love",3157
"Alien","Horror Action Thriller Science Fiction",7.9,4470,"Ridley Scott",94.184658,"Tom Skerritt Sigourney Weaver Veronica Cartwright Harry Dean Stanton John Hurt","android countdown space marine space suit beheading",3158
"The Texas Chain Saw Massacre","Horror",7.2,590,"Tobe Hooper",29.262427000000002,"Marilyn Burns Allen Danziger Paul A. Partain William Vail Teri McMinn","gas station texas van gore midnight movie",3159
"The Runaways","Drama Music",6.3,254,"Floria Sigismondi",17.611971,"Dakota Fanning Kristen Stewart Michael Shannon Riley Keough Stella Maeve","women 1970s publicity iron music",3160
"Fiddler on the Roof","Drama Romance",7.4,134,"Norman Jewison",7.6239789999999985,"Chaim Topol Norma Crane Leonard Frey Molly Picon Paul Mann","tradition dream musical pogrom mother daughter relationship",3161
"Thunderball","Adventure Action Thriller",6.5,562,"Terence Young",31.035999999999998,"Sean Connery Claudine Auger Adolfo Celi Luciana Paluzzi Rik Van Nutter","paris florida fighter pilot sanatorium secret organization",3162
"Detention","Horror Comedy Science Fiction",5.7,129,"Joseph Kahn",10.424596000000001,"Shanley Caswell Josh Hutcherson Spencer Locke Dane Cook A.D. Johnson","high school murder slasher horror spoof",3163
"Loose Cannons","Comedy Drama Romance",7,118,"Ferzan Ozpetek",7.720692,"Nicole Grimaudo Riccardo Scamarcio Alessandro Preziosi Lunetta Savino Ennio Fantastichini","undefined",3164
"Set It Off","Drama Action Crime",6.9,66,"F. Gary Gray",6.717994,"Jada Pinkett Smith Queen Latifah Vivica A. Fox Kimberly Elise Blair Underwood","single parent bank robber last chance los angeles",3165
"The Best Man","Drama Comedy",6.8,38,"Malcolm D. Lee",3.951041000000002,"Nia Long Morris Chestnut Harold Perrineau Terrence Howard Sanaa Lathan","undefined",3166
"Child's Play","Horror Thriller",6.3,581,"Tom Holland",27.600842999999998,"Catherine Hicks Chris Sarandon Alex Vincent Brad Dourif Dinah Manoff","gun birthday voodoo toy stalker",3167
"Sicko","Documentary",7.3,235,"Michael Moore",14.098951999999999,"Michael Moore George W. Bush Bill Clinton Hillary Clinton Billy Crystal","bureaucracy usa corruption cuba medicine",3168
"The Purge: Anarchy","Horror Thriller",6.6,1954,"James DeMonaco",82.975841,"Frank Grillo Carmen Ejogo Zach Gilford Kiele Sanchez Zo\u00eb Borde","bus assault rifle sniper machete dystopia",3169
"Down to You","Comedy Drama Family Romance",4.9,70,"Kris Isacsson",3.269459,"Freddie Prinze Jr. Julia Stiles Selma Blair Shawn Hatosy Zak Orth","lovesickness new love love of one's life relocation man-woman relation",3170
"Harold & Kumar Go to White Castle","Comedy Adventure",6.6,693,"Danny Leiner",18.514292,"John Cho Kal Penn Paula Garc\u00e9s Neil Patrick Harris David Krumholtz","brother brother relationship amsterdam trip road trip cannabis",3171
"The Contender","Drama Thriller",6.7,60,"Rod Lurie",7.029126,"Gary Oldman Joan Allen Jeff Bridges Christian Slater Sam Elliott","politics suspense",3172
"Boiler Room","Crime Drama Thriller",6.5,201,"Ben Younger",11.233081,"Giovanni Ribisi Vin Diesel Nia Long Tom Everett Scott Ben Affleck","finances stock broker investment firm",3173
"Trading Places","Comedy",7.1,738,"John Landis",34.022209000000004,"Eddie Murphy Dan Aykroyd Jamie Lee Curtis Jim Belushi Denholm Elliott","christmas tree from rags to riches broker beggar dollar",3174
